Serie,AMERB,Fecha colecta,dia,mes,ano,categoria,Especie,extraccion,peso,Diametro terreno ,Diametro extraida ,Circunferencia,Estipes,Largo total ,Estado reproductivo ,Soros liberados ,Largo hasta fronda,Observaciones
310,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,3.3300,,23.0000,29.0000,3.0000,182.0000,1.0000,-,,
311,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.0330,,5.0000,5.0000,4.0000,47.0000,0.0000,-,,
312,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.0070,,2.0000,2.0000,2.0000,24.0000,0.0000,-,,
313,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.0080,,1.6000,2.0000,2.0000,16.0000,0.0000,-,,
314,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.8400,,13.6000,17.0000,1.0000,100.0000,0.0000,-,,
315,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,1.2600,,20.0000,21.0000,1.0000,103.0000,1.0000,-,,
316,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,1.0000,,13.0000,18.0000,1.0000,128.0000,1.0000,-,,
317,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,2.0600,,13.0000,16.0000,3.0000,138.0000,1.0000,-,,
318,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,2.2800,,17.0000,21.0000,2.0000,119.0000,1.0000,-,,
319,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,6.5000,,36.0000,37.0000,5.0000,182.0000,1.0000,-,,
320,Punta el Yeso,05-12-18,5,12,2018,Submareal,Lessonia trabeculata,Barreteada,3.4600,,22.0000,28.0000,6.0000,166.0000,0.0000,-,,
